"MESS_DATUM";"QN_4";"TMK";"TXK";"TNK";"TGK";"UPM";"RSK";"RSKF";"SDK";"SHK_TAG";"NM";"VPM";"PM";"QN_3";"FX";"FM"
"2012-07-11";10;18.3;22.2;15.7;14.8;71;0;6;4.7;0;6.4;14.8;964.9;10;9.3;2.9
"2012-07-12";10;16.3;19.6;14.3;13.2;65;0.3;6;1.8;0;6.8;12;966.7;10;11.8;3.3
"2012-07-13";10;16.9;23;13.1;11.9;76;7.4;6;3.7;0;6.9;14.3;959.9;10;8.8;2.1
"2012-07-14";10;18.9;22.6;15.3;14.2;63;0;6;10.8;0;4.5;13.4;959;10;17.3;4.8
"2012-07-15";10;15.4;20.1;12.3;11.1;71;1.7;6;4.2;0;5.4;12.3;966;10;13.6;4
"2012-07-16";10;16.2;21.3;11.7;10.2;60;0;0;9.5;0;4.6;10.6;974.4;10;10.8;3.5
"2012-07-17";10;19;24.1;14.3;12.5;57;0;0;12.5;0;3.7;12.4;973.8;10;13.4;4.4
"2012-07-18";10;21.6;28.1;14.9;13.3;61;0;0;12.4;0;4.6;15.4;968;10;8.8;2.1
"2012-07-19";10;20.7;25.5;16.3;14.6;60;0;0;6.9;0;4.1;14.4;962.4;10;14.9;3.5
"2012-07-20";10;16.4;20.9;12.7;12.6;77;10.6;6;1.4;0;7.3;14.2;964.8;10;5.9;1.5
"2012-07-21";10;14.5;19.5;12.3;11.8;86;5.1;6;2;0;7;14.1;968.6;10;9.5;1.4
"2012-07-22";10;15.5;21.6;10.8;9.9;67;0;6;9.2;0;3.3;11.4;973.1;10;8.5;2.4
"2012-07-23";10;18;23.9;11.8;9.8;57;0;0;14.6;0;1;11.5;970.7;10;12.9;4
"2012-07-24";10;20.3;27.9;13.4;11.4;65;0;0;13.9;0;0.9;15.1;965.4;10;4.4;1.4
"2012-07-25";10;20.9;29;16.4;15.2;80;0.1;6;7;0;3.9;19.5;964.5;10;4.8;1.4
"2012-07-26";10;23.5;32.2;16;14.7;64;0;0;13.4;0;0.7;16.9;965.8;10;3.9;1.3
"2012-07-27";10;24.1;31.9;16.6;14.9;64;0.1;6;12.7;0;2.2;18.4;962.6;10;11.4;1.8
"2012-07-28";10;21.3;25.4;18.3;17.5;76;2.3;6;1.4;0;6.3;19.1;960.7;10;7.5;2
"2012-07-29";10;17.8;21;14.5;12.6;83;2.7;6;1;0;7;16.9;964;10;7.8;2.2
"2012-07-30";10;18.3;24.3;12.7;11.2;68;0;0;11.4;0;4.1;13.6;967.5;10;7.9;2
"2012-07-31";10;20.4;26.6;13.9;12.7;65;0;0;11.4;0;3.7;14.9;967.4;10;8.4;1.9
"2012-08-01";10;22.6;32.1;14.5;12.7;60;0.9;6;13.1;0;1.4;15.3;963.4;10;12.3;1.5
"2012-08-02";10;22.8;28.5;17;15.3;67;4.8;6;12.8;0;5.3;18.1;964.1;10;10.5;2.9
"2012-08-03";10;21.2;26.7;17.4;16.8;75;0;0;5;0;6.3;18.5;965.8;10;4.5;1.3
"2012-08-04";10;21.8;27.8;17.4;17;64;6.2;6;9.6;0;6.2;16.3;963.2;10;8.4;1.8
"2012-08-05";10;21;26;17.1;16.5;75;0.9;6;8.8;0;6.3;18.4;960.4;10;11.9;2.2
"2012-08-06";10;17;21.8;13;11.5;85;10.2;6;1.9;0;6.4;16.4;965;10;8.6;2.3
"2012-08-07";10;17.8;23.5;11.9;10.7;70;0;0;11.9;0;2.6;13.9;971.4;10;9.1;2.3
"2012-08-08";10;19.7;25.7;14.5;12.8;61;0;0;13;0;2.9;13.7;971.8;10;4.5;1.6
"2012-08-09";10;20.2;26.8;13.6;11.9;63;0.1;6;11.6;0;4.9;14.5;971.6;10;5.6;1.4
"2012-08-10";10;20.8;26.7;15.5;13.6;60;0;0;9.9;0;3.3;14.4;970.7;10;4.9;1.6
"2012-08-11";10;19.3;25.8;14;12.4;60;0;0;13.5;0;0.8;13.2;967.8;10;7.7;2.3
"2012-08-12";10;18.9;26.7;12.2;10.7;68;0.4;6;11.5;0;4;14.6;963;10;4.7;1.6
"2012-08-13";10;20.9;27.9;14.7;13.2;64;0;0;9.4;0;4.3;15.3;962.5;10;4.5;1.5
"2012-08-14";10;22;28.3;15.7;14.3;57;0;0;10.4;0;5;14.5;962.7;10;4;1.4
"2012-08-15";10;24.2;32.1;17.3;15.3;54;33.1;6;12.2;0;4.3;15.4;961.3;10;15;1.7
"2012-08-16";10;18.6;22.4;15.9;14.8;87;5.1;6;2.3;0;6.3;18.4;967.9;10;14.8;1.8
"2012-08-17";10;20.5;28.2;14.7;13.4;75;0;0;11.7;0;2.2;17.5;969;10;4.2;1.4
"2012-08-18";10;23.2;33.7;16.2;14.5;68;0;0;13.5;0;0.2;18.1;969.2;10;4.1;1.5
"2012-08-19";10;24.4;33.5;17.3;15.7;71;0;0;13.3;0;0;20.7;969.3;10;3.1;1.1
"2012-08-20";10;25;34.1;18.3;17.1;72;1.8;6;11;0;2.6;21.6;969.5;10;14.7;2
"2012-08-21";10;23.2;29.7;18.1;17.1;78;2.1;6;10.4;0;3.1;21.9;967.2;10;9.8;1.5
"2012-08-22";10;24.5;30.1;19;17.5;67;8.7;6;10.9;0;2.7;20.2;965.9;10;10.1;2.7
"2012-08-23";10;21.2;26.4;16.4;15.8;78;4.9;6;8.9;0;4;19.6;963.8;10;15.2;1.8
"2012-08-24";10;19.6;24.4;17.6;16.9;87;22.7;6;0.4;0;7.6;19.6;960.5;10;8.5;2.1
"2012-08-25";10;20;26;14.6;14.1;78;4.6;6;6.1;0;6.5;18;961.3;10;16.2;2.9
"2012-08-26";10;16.8;20.5;13.3;10.9;68;0;0;9.5;0;4.9;12.8;967.1;10;14.2;4.6
"2012-08-27";10;17.4;24.8;11.1;9.4;65;0;0;13.2;0;1.3;12.3;969.5;10;6.1;1.8
"2012-08-28";10;18.9;26.5;12;10.5;72;0.1;6;8;0;4.6;15.2;967.9;10;8.4;1.8
"2012-08-29";10;20.5;27.7;14.2;12.9;70;0.1;6;9.7;0;4.6;16.5;968;10;11.2;1.7
"2012-08-30";10;17.4;23;13.9;13.6;85;14.7;6;0.9;0;7.5;16.8;967.3;10;8.3;2.2
"2012-08-31";10;12.3;14.1;8.8;6.7;92;70.7;8;0;0;7.9;13.3;967.9;10;10.1;2.6
"2012-09-01";10;12.9;14.3;11.3;11.1;92;6.5;6;0;0;7.8;13.7;969.2;10;9.1;2.3
"2012-09-02";10;15.9;18.8;13.9;13.4;84;0;6;0.8;0;7.1;15.1;970.8;10;7.4;2.5
"2012-09-03";10;17.9;20.7;15.1;14.6;79;0;0;0.1;0;7.8;16.1;969.4;10;9.3;2.8
"2012-09-04";10;19.8;23.7;17.9;16.1;77;0;0;1.7;0;7.4;17.8;966.9;10;9.5;3
"2012-09-05";10;18.9;23.5;15;13.1;79;0.1;6;1.5;0;5.6;17.1;967.2;10;7.5;1.5
"2012-09-06";10;17;21.3;12.4;10.6;78;0.3;6;2.2;0;5.5;15;972.4;10;5.8;1.8
"2012-09-07";10;16.3;23.9;10.1;8.6;80;0;0;11.9;0;1;14.5;973;10;4.2;1.6
"2012-09-08";10;17.5;27.1;11.1;9.9;77;0;0;9.7;0;1;14.8;969.9;10;3.9;1.6
"2012-09-09";10;18.2;26.1;11.8;10.2;78;0;0;12.1;0;0.6;15.9;966.2;10;2.9;1.4
"2012-09-10";10;19.9;28;14.4;13.2;78;0;0;11;0;3.3;17.5;966.3;10;3.7;1.4
"2012-09-11";10;19.1;26.5;14.6;13.4;77;8.7;6;6.9;0;6.1;16.8;964.8;10;12.2;2
"2012-09-12";10;12.3;15.9;9.3;8.4;85;0.8;6;0;0;7.6;12.3;963.8;10;9.9;3.2
"2012-09-13";10;11;15.8;7.2;5.4;77;0;6;5.3;0;4.4;9.9;965.1;10;5.1;1.6
"2012-09-14";10;12;18.9;6.4;4.8;75;0;0;7.7;0;2.8;10.3;965.7;10;5.5;1.7
"2012-09-15";10;15;20.2;11.3;9.1;74;0;0;6.8;0;3.9;12.4;966.4;10;6.8;1.7
"2012-09-16";10;14;21.6;9.2;7.2;81;0;0;7.9;0;1.7;12.8;964.8;10;3.9;1.4
"2012-09-17";10;15.7;23.2;10.9;9.6;86;0;0;7.8;0;3.7;15.1;964;10;3.8;1.1
"2012-09-18";10;16.7;23.7;12;10.4;83;13.5;6;4.9;0;6.5;15.4;962.3;10;9.6;1.9
"2012-09-19";10;12.1;16.1;9.4;8.8;86;5.3;6;2.4;0;7.2;12.2;967.3;10;7.5;2
"2012-09-20";10;11.3;18.2;5.9;4.3;72;0;0;9.2;0;2.8;9.2;970.8;10;5.3;1.6
"2012-09-21";10;13.2;20.9;6.1;4.8;80;12.2;6;11.1;0;3.4;12;965.6;10;7.5;1.6
"2012-09-22";10;13.8;16.9;11;10.6;94;6.6;6;0;0;8;15;964.3;10;7.6;2.1
"2012-09-23";10;14.3;21.3;9.2;8.2;86;0;0;6.9;0;6.2;13.9;961.4;10;3.9;1.2
"2012-09-24";10;14.8;18.5;11.2;8.8;90;0.9;6;1;0;6.2;15.1;953.5;10;13.1;2.5
"2012-09-25";10;15.3;23.3;10.9;8.7;75;0;0;9.3;0;4.9;12.8;953.1;10;8.6;2
"2012-09-26";10;13.8;21.3;9.7;8.7;83;12.7;6;6;0;6.4;12.9;951.7;10;9.5;2.5
"2012-09-27";10;12.5;18.6;7.4;6.3;76;0;6;6.6;0;4.5;10.8;961.5;10;13.8;3.7
"2012-09-28";10;12.8;19.1;8;6.1;77;0;6;10.3;0;3.5;11;967.1;10;4.8;1.5
"2012-09-29";10;11.3;12.5;9.5;8.4;95;8.5;6;0;0;7.3;12.7;966.3;10;3.9;0.9
"2012-09-30";10;12.2;15.1;10.4;9.8;90;0.5;6;0.4;0;7.8;12.8;968.1;10;8.5;1.8
"2012-10-01";10;13.1;16.8;11.2;9.4;89;0;6;0.2;0;7.4;13.4;967;10;3.5;1.2
"2012-10-02";10;13.4;19.2;9.6;7.8;81;0;0;7.8;0;3.8;12.1;967.9;10;6.4;1.6
"2012-10-03";10;12.9;18.6;8.8;7.6;86;0;6;5.5;0;6;12.7;966.3;10;6.7;1.6
"2012-10-04";10;13.7;17.4;9.8;7.8;84;0.2;6;1.3;0;6.9;13.1;964.2;10;13.1;2.9
"2012-10-05";10;14.2;20.9;8.8;7.5;85;0;0;8.1;0;5;13.5;966.5;10;9;2
"2012-10-06";10;15.6;23.5;9.7;8.2;81;3.3;6;5;0;4.5;13.9;965.4;10;9.1;1.9
"2012-10-07";10;12.6;16;7;5.1;90;1.4;6;0;0;7;13.4;966.4;10;9.1;2.4
"2012-10-08";10;9.8;12.8;5.4;3.8;89;17;6;0.9;0;6.6;10.9;967.1;10;3.4;1.3
"2012-10-09";10;13.9;17.5;11.5;11.2;96;18.8;6;0.3;0;7.9;15.3;961;10;8.5;2.5
"2012-10-10";10;12;14.1;11;10.9;96;9.7;6;0;0;8;13.5;961.7;10;4.4;1
"2012-10-11";10;12.2;14.5;10.7;10.4;92;0.1;6;0;0;7.8;13.1;959.4;10;4.1;1.4
"2012-10-12";10;12.3;15.1;8.6;6.6;90;2.9;6;0.1;0;6.9;13;960.3;10;11;2.5
"2012-10-13";10;9.9;14.2;7.1;5.6;85;0;0;4.6;0;5.3;10.1;961.4;10;5.1;1.4
"2012-10-14";10;11;14.8;7.4;4.8;74;5.4;6;5.1;0;6.5;9.6;952.3;10;7.9;1.9
"2012-10-15";10;7.3;10.5;5.2;4.1;85;2.4;6;0;0;7.7;8.7;957.2;10;11.5;3
"2012-10-16";10;7.1;10.8;3.3;1.3;89;0.2;6;3.2;0;5.8;9;961.8;10;5.3;1.2
"2012-10-17";10;10.9;17;7.6;6.5;83;0;6;6;0;6;10.8;962.1;10;6.9;1.7
"2012-10-18";10;12.2;20.9;7.5;6.1;83;0;0;7.5;0;4.6;11.6;962.3;10;5.8;2
"2012-10-19";10;13.4;21.9;7.7;5.9;83;0;0;9.9;0;2;12.5;963.6;10;5;1.5
"2012-10-20";10;12.9;22;9.5;7.5;88;0;0;6.1;0;3.8;13;966.8;10;3.2;1.1
"2012-10-21";10;11.6;18.9;8.8;6.7;92;0;0;4.2;0;3.3;12.5;966;10;4;1.3
"2012-10-22";10;10.9;14.8;8.8;7.5;93;0;6;3.6;0;5.5;12.1;968.6;10;5.1;1.4
"2012-10-23";10;8.9;10.3;8.1;7.9;91;0;6;0;0;8;10.4;970.2;10;6.6;2.2
"2012-10-24";10;8.3;9.2;7.5;7.2;89;0;6;0;0;8;9.8;967.4;10;4.8;1.7
"2012-10-25";10;8.7;10.6;8;6.9;88;0;0;0.1;0;7.7;9.9;963.1;10;4.2;1.2
"2012-10-26";10;8.7;9.7;7.4;7.5;92;4.4;6;0;0;8;10.4;952.8;10;6.7;1.9
"2012-10-27";10;3.4;8.5;-0.3;-0.7;97;19.8;8;0;0;8;7.7;946.3;10;10.2;2.5
"2012-10-28";10;0.5;1.7;-0.7;-1.1;90;2.1;7;0;2;7.8;5.7;958;10;12.9;4.1
"2012-10-29";10;1;4.5;-0.9;-2.6;87;0;0;5.2;0;5.1;5.7;963.4;10;7.2;1.9
"2012-10-30";10;2.5;7.8;-1;-2.5;83;0;7;4.6;0;4.3;6;957.4;10;4.6;1.4
"2012-10-31";10;2.9;6.3;0.8;0.2;96;0.8;6;1.8;0;7.5;7.2;949.9;10;4.1;1.4
"2012-11-01";10;7.6;12.7;3.5;3.1;79;3.6;6;5.8;0;7;8.1;942.7;10;19.1;2.6
"2012-11-02";10;8.1;13.2;5.3;4;85;4.9;6;3.3;0;6.9;9.1;952.8;10;10.2;2.5
"2012-11-03";10;12.7;18.2;8.4;7.2;68;0.1;6;6.4;0;6.2;9.6;954.1;10;12.7;3.8
"2012-11-04";10;11.7;16.4;7;6.7;80;14.6;6;4.6;0;7.5;10.9;952;10;9.7;2.1
"2012-11-05";10;7.2;11.7;5.2;3.2;84;3.4;6;3.3;0;6.3;8.5;955.1;10;14.6;3.7
"2012-11-06";10;4.9;8.2;2.1;-0.2;88;0;6;1.5;0;4.5;7.6;966.4;10;8.5;2.6
"2012-11-07";10;4.9;9;1.7;-0.8;82;0;6;0.8;0;5.5;7.1;975.9;10;9.4;2.5
"2012-11-08";10;4.2;7.2;1.4;-0.9;94;0;0;1.9;0;5;7.7;970.7;10;4.6;1.2
"2012-11-09";10;6.7;13.2;2.1;-0.2;89;0.2;6;5.2;0;4.8;8.6;964.7;10;5.2;1.4
"2012-11-10";10;8.4;11;6.8;6;94;8.1;6;0.1;0;8;10.4;955.9;10;6.2;1.4
"2012-11-11";10;9;9.7;8.4;7.4;98;19.4;6;0;0;8;11.2;960;10;5;1.3
"2012-11-12";10;8.1;9.4;6.9;6.5;95;2.2;6;0;0;8;10.2;972.3;10;4.4;1.3
"2012-11-13";10;7.1;7.9;6.3;6;88;0;0;0;0;7.8;8.9;977;10;7.3;2.4
"2012-11-14";10;6.6;9.8;4.2;1.7;84;0;0;2.4;0;6.5;8.2;973.9;10;4.6;1.4
"2012-11-15";10;5.1;6.3;4.1;4.5;90;0;0;0.1;0;7.9;7.9;969.9;10;3.8;1.2
"2012-11-16";10;4.2;5.5;2.6;3;93;0;0;0;0;8;7.7;966.8;10;3.9;1.4
"2012-11-17";10;4.4;6.1;2.6;2.9;95;0;6;0;0;8;7.9;962.8;10;5.7;1.4
"2012-11-18";10;5.2;8;3.6;1.7;94;0;6;2;0;6.8;8.3;962.1;10;3.1;1
"2012-11-19";10;4.3;5.7;2.5;2.8;96;0;6;0;0;7.9;7.9;964.8;10;3.5;1.2
"2012-11-20";10;4.4;4.8;3.3;3.4;90;0;0;0;0;8;7.5;966.9;10;3.9;1.4
"2012-11-21";10;3.2;5.1;1.7;0.3;94;0;6;0.1;0;7.3;7.2;967.3;10;4.7;1.1
"2012-11-22";10;6.1;8.6;3.2;3.3;94;0;6;0.1;0;7.8;8.8;970.9;10;3.1;0.8
"2012-11-23";10;7.3;10.4;5.9;3.9;88;0;0;2;0;7.7;9;969.2;10;3.9;1.5
"2012-11-24";10;7.7;11.2;5.4;4.2;87;0;0;2.4;0;7.3;9.1;966.9;10;5.7;1.4
"2012-11-25";10;9.6;15;6.1;3.8;81;2.4;6;2.6;0;6.5;9.7;965.4;10;10.2;2.2
"2012-11-26";10;8.4;9.4;7.1;5.3;97;1;6;0.1;0;7.3;10.7;958.5;10;5.8;1.4
"2012-11-27";10;6.4;7.6;5.8;5.9;94;0.6;6;0;0;8;9;953.9;10;;
"2012-11-28";10;5.5;6.8;3.3;3;95;23;8;0;0;8;8.6;947;10;8.4;2.6
"2012-11-29";10;1.2;3.3;0.1;-1.2;96;7.3;8;0;4;7.8;6.4;948.1;10;7.8;2.5
"2012-11-30";10;0.7;3.7;-1.7;-3.8;87;0;7;1.2;2;5.2;5.6;955.3;10;5.5;1.8
"2012-12-01";10;-1.6;-0.7;-2.5;-4.5;85;0;7;0;2;6.3;4.6;960.8;10;7.5;2.2
"2012-12-02";10;-1;0.7;-2.4;-3.9;88;2.7;7;1;2;7.1;5;961.9;10;9.7;3.6
"2012-12-03";10;0.1;3.4;-1.6;-4;86;3.2;8;3.2;4;7.1;5.3;963.6;10;14.3;3.5
"2012-12-04";10;3.7;6.7;0.8;0.2;85;2.8;8;4.5;0;6.7;6.8;952.1;10;18.9;4.9
"2012-12-05";10;1.3;2.6;0.3;-1.2;94;6.1;8;0.1;0;7;6.3;952.6;10;9.4;3
"2012-12-06";10;-0.8;1.3;-4.5;-7.6;91;0.4;7;1;2;5.4;5.3;961.6;10;9;2.4
"2012-12-07";10;-2.7;-1.1;-4.6;-7.9;96;4;7;0;3;7.2;4.8;955.3;10;5.2;1.3
"2012-12-08";10;-3.2;-1;-6;-10.8;89;0;7;0.5;10;6.5;4.3;964.5;10;8.2;2.1
"2012-12-09";10;-3;-0.4;-6.6;-10.7;91;3.2;7;0.1;9;7.5;4.5;969.4;10;14.5;3.8
"2012-12-10";10;0.9;2.4;-0.3;-0.7;90;3;7;2.5;14;7.2;5.9;960.1;10;13.7;4.9
"2012-12-11";10;-1.7;0.4;-3.1;-6.7;91;1;7;0;13;7.6;4.9;967.9;10;7.9;2.7
"2012-12-12";10;-4.8;-0.8;-6.8;-12.2;91;0;7;3.5;11;3.9;3.9;969.1;10;4.1;1.6
"2012-12-13";10;-4.9;-2.4;-7.2;-6.9;93;0;7;0.6;9;7.8;4;961.9;10;5.4;1.4
"2012-12-14";10;0.4;3.3;-2.5;-2.8;90;17.4;6;3.1;7;7.4;5.7;954.4;10;6.3;1.6
"2012-12-15";10;4.4;7.5;1.4;0.9;95;7.2;6;0.6;2;7.3;8;955.5;10;12.7;1.9
"2012-12-16";10;6.1;8.3;4.6;3.4;88;4.7;6;0.8;0;7;8.3;959.2;10;15.3;2.9
"2012-12-17";10;5.6;8.2;3.6;2.9;87;0.9;6;3.4;0;7.4;8;957.8;10;14;4.2
"2012-12-18";10;3.6;6.3;2.1;1.7;90;1.4;6;1.1;0;7.8;7.1;962.7;10;9.7;3
"2012-12-19";10;3.2;6.2;1.3;-0.2;91;0;6;1.2;0;7.3;7;969.6;10;5.1;1.4
"2012-12-20";10;0.5;1.8;-1.1;-2.9;89;4.7;8;0;0;6.7;5.6;963.3;10;4.3;1.3
"2012-12-21";10;5.5;8.6;1.7;1.4;86;0;6;0.3;0;7.2;7.7;961.4;10;11.7;3.1
"2012-12-22";10;4.8;7.3;3.3;1.3;91;9.2;6;1.2;0;7.5;7.8;966.1;10;8.4;1.7
"2012-12-23";10;10.5;12.7;6.1;5.5;77;0;0;0;0;7.7;9.8;963.8;10;17.9;6.1
"2012-12-24";10;6.3;11;2.9;0.4;86;0;0;6.4;0;5.9;8.1;961.4;10;4.1;1.3
"2012-12-25";10;7.4;14.8;2.4;0.9;82;6;6;4.2;0;7.1;8.2;957.7;10;13.2;3.3
"2012-12-26";10;6.9;9.4;4.5;0.7;78;0;6;1.6;0;6.3;7.7;964.3;10;14.6;4.3
"2012-12-27";10;6.5;9;4.5;2;81;10.6;6;0.2;0;7.3;7.8;961.4;10;19.2;4.9
"2012-12-28";10;5.7;8.5;4.4;3.2;78;0.3;6;2.1;0;7;7.2;973.9;10;17;4
"2012-12-29";10;3.4;8.3;0.9;-1.3;89;0;6;5.6;0;4.6;6.9;969.3;10;3.4;1.2
"2012-12-30";10;5.7;9.5;1.5;-0.4;75;0.1;6;5;0;4.5;6.9;970.6;10;13.6;3.3
"2012-12-31";10;3.2;7.3;0;-2.1;80;0;0;4.7;0;5.2;6.2;968.6;10;5.1;1.3
"2013-01-01";10;3;7.4;-1.6;-2.2;90;2.3;6;0;0;7.4;6.9;960.2;10;17.1;2.8
"2013-01-02";10;2.5;5.3;-1.1;-2.6;91;0;0;1.5;0;4.6;6.7;972.4;10;4.2;1.4
"2013-01-03";10;1.7;4.3;-1.3;-1.3;91;1.1;8;0;0;7.3;6.2;983.1;10;6.7;1.5
"2013-01-04";10;5.4;7.2;4;3.1;89;0;0;0;0;8;8;983.8;10;4.2;1.2
"2013-01-05";10;6.6;7.8;5.2;4.9;90;1.3;6;0;0;7.7;8.7;980;10;9;2.7
"2013-01-06";10;4.6;5.3;3;1.5;92;0;0;0;0;7.5;7.9;978.2;10;7.5;2.3
"2013-01-07";10;3.8;6.3;2.1;1.2;93;0;0;1.1;0;7.4;7.4;976;10;3.9;1.2
"2013-01-08";10;3.1;5.4;0;-1.9;88;0;0;4.6;0;6.2;6.7;973.6;10;5.8;1.6
"2013-01-09";10;0;1;-0.7;-0.4;97;3.6;8;0;0;7.8;6;968.9;10;5.1;1.6
"2013-01-10";10;1.9;3.4;0.4;0;95;5.1;8;0.2;0;7.6;6.7;962.2;10;8.7;2.5
"2013-01-11";10;2.5;4.7;1.5;-0.4;90;0.1;8;0.8;0;7;6.6;961.8;10;7;2.2
"2013-01-12";10;2.3;5.7;0.4;-0.7;80;0.2;7;5.9;0;5.3;5.7;962.7;10;6.5;2.5
"2013-01-13";10;0.5;1.8;-0.3;-0.9;87;0.2;7;0;0;7.8;5.5;959.8;10;4.7;1.7
"2013-01-14";10;0.1;1.1;-1.3;-2.6;88;0.5;8;0;0;8;5.4;959;10;3.8;1.5
"2013-01-15";10;-0.6;1.8;-3.1;-5.1;86;0;7;1.3;0;5.4;5;953.9;10;8.3;1.6
"2013-01-16";10;-2.1;-0.2;-4.3;-4.2;76;3.4;7;0.1;0;7;4;953.9;10;9.1;3.1
"2013-01-17";10;-3.9;-2.6;-4.5;-5.5;94;3.6;7;0;6;6.3;4.3;958.3;10;6.2;2.3
"2013-01-18";10;-4.3;-1.5;-5.6;-8.2;86;0;7;2;12;5.2;3.8;954.3;10;7.5;2
"2013-01-19";10;-3.1;-1.3;-4.8;-5.3;83;2.2;8;0;8;6;4;943;10;4.5;1.4
"2013-01-20";10;-1.7;-0.8;-2.7;-4.2;90;1;8;0;7;6.6;4.9;940.6;10;5.1;1.5
"2013-01-21";10;0.1;2.4;-1.6;-2.7;87;0.9;7;2.5;7;7.3;5.3;946.1;10;7.1;1.7
"2013-01-22";10;1.3;3.7;-1.1;-3.9;84;0;8;1;6;6.7;5.6;951.5;10;8.5;2.1
"2013-01-23";10;0.1;5.6;-2.6;-5.5;88;0;0;6.3;4;4.4;5.4;953.2;10;3.7;1.4
"2013-01-24";10;-0.7;0;-1.9;-4;82;0;7;0;3;8;4.8;956.1;10;7.3;2.3
"2013-01-25";10;-2.1;-0.9;-5.2;-5.9;79;0;7;0;2;7.7;4.1;962.8;10;6.3;2
"2013-01-26";10;-3.5;-0.5;-5.3;-7.2;81;0;0;2.8;2;5.8;3.8;960.8;10;6.2;1.7
"2013-01-27";10;0.4;3.8;-2.5;-5.5;75;6.8;8;1.4;2;7.1;4.7;959.1;10;5.3;1.4
"2013-01-28";10;1.9;4.3;0.4;-1.9;95;0;6;0.8;1;5.4;6.7;964.6;10;8.3;1.7
"2013-01-29";10;5.1;7.3;2.3;0.7;79;3;6;0;0;7.3;6.9;968;10;13;4.3
"2013-01-30";10;10;14.8;6.5;5.7;81;9.1;6;1.1;0;7.2;10;966.1;10;17.4;5.8
"2013-01-31";10;8.1;10.4;4.8;2.2;65;2.9;6;5.8;0;5;7;968.9;10;23.4;6.1
"2013-02-01";10;7.1;8.9;5.6;5.3;88;22;6;0;0;7.5;9;955.1;10;17.6;4.1
"2013-02-02";10;3.3;8.4;0.5;-0.7;90;3.7;8;0;0;7.3;7;949.5;10;11.9;2.5
"2013-02-03";10;0.9;3.5;-0.9;-2.7;80;1.7;8;1.9;2;6.9;5.2;966.5;10;14.5;3.7
"2013-02-04";10;2.9;6.3;-0.3;-0.5;88;1.4;8;0;4;7.4;6.7;965.1;10;15.4;5.9
"2013-02-05";10;4.6;8.2;0.2;0;83;5.4;8;2;0;6.8;7;955.1;10;19.3;5.4
"2013-02-06";10;0.4;1.7;-0.6;-2.5;88;8.3;8;0.6;2;6.5;5.6;948;10;12.5;3.2
"2013-02-07";10;-0.3;1;-1.1;-2.7;91;2.4;7;0.7;10;7;5.5;957.5;10;8.5;3.4
"2013-02-08";10;-0.7;1.5;-1.7;-2.7;90;1.9;8;1.1;9;7;5.2;960;10;8.4;3.2
"2013-02-09";10;-2.7;2.1;-5.3;-10.5;86;0.7;8;2.1;8;6.3;4.3;963.9;10;8.9;1.9
"2013-02-10";10;-3.9;-0.6;-6;-12.4;77;0;7;6.7;8;4.4;3.5;959.2;10;6.3;2.1
"2013-02-11";10;-2.9;0.8;-4.9;-5;77;0.8;7;1.7;7;7;3.8;948.5;10;5.8;1.9
"2013-02-12";10;-2.8;-1.7;-3.7;-4;81;0.3;7;0;7;7.7;4;955.5;10;6.4;1.5
"2013-02-13";10;-2.4;-0.5;-5.5;-9.8;67;0;7;0;6;6.5;3.4;967.7;10;4.9;1.7
"2013-02-14";10;-3.9;-0.3;-7.3;-11.2;83;3.3;7;3.2;4;5.4;3.8;968;10;3.9;1.4
"2013-02-15";10;0.5;2.3;-2.4;-2.4;95;1.1;8;0;7;7.3;6;965.7;10;6;1.3
"2013-02-16";10;1.3;3.3;-1.4;-4;92;0;6;0.1;4;6.5;6.2;970.2;10;4.7;1.3
"2013-02-17";10;1.5;3.4;-1.4;-1.3;82;0;0;0;3;7.5;5.6;967.7;10;8.7;2.4
"2013-02-18";10;0.9;4.8;-3;-5;79;0;0;7.2;2;3;5.1;966.1;10;6.8;1.9
"2013-02-19";10;-0.3;5.3;-4.4;-6.4;87;4.4;8;4;0;4.6;5.2;964.4;10;4.3;1.3
"2013-02-20";10;-0.1;0.9;-2.2;-2.7;84;0.2;7;0;1;7.5;5.1;964.5;10;9.2;2.4
"2013-02-21";10;-2.5;-0.2;-3.7;-4;73;0;7;1.6;1;7.5;3.7;961.6;10;11.7;4.3
"2013-02-22";10;-4.2;-2.6;-5.4;-5.8;74;0;7;3.7;1;6.9;3.3;955.5;10;13.3;4.6
"2013-02-23";10;-4.1;-1.1;-5.7;-6;75;1.9;7;0.8;0;7.5;3.4;954.7;10;7.7;2.6
"2013-02-24";10;-3.2;0;-5.1;-6;79;0.3;7;0.5;5;6.8;3.8;958.3;10;3.3;1.3
"2013-02-25";10;-2.5;2.6;-6.2;-8.4;79;0;7;4.6;3;3.9;3.9;964.7;10;4;1.5
"2013-02-26";10;-1.1;1.5;-4.8;-7;86;0.2;7;0;2;6.5;4.9;970.9;10;5.4;1.4
"2013-02-27";10;1.7;3.3;0.5;0.2;90;0;8;0;0;8;6.2;972.1;10;8.9;2.7
"2013-02-28";10;2.5;3.6;1.7;1;83;0;0;0;0;8;6;970.5;10;6.4;1.7
"2013-03-01";10;1.3;2.7;-0.1;-0.2;84;0;8;0;0;8;5.6;968.3;10;9;2.5
